品牌,型号,类型,tags,上牌时间(年),里程数(万公里),价格(万)
奇瑞,艾瑞泽5 2019款 1.5L CVT新自在版 国VI,自动,|新上架|,2018,6.8,2.68
马自达,CX4 2016款 2.0L 自动两驱蓝天活力版,自动,|0次过户|,2015,7.8,6.05
奔驰,GLK级 2014款 GLK 260 4MATIC 动感型,自动,,2013,10.2,8.38
大众,帕萨特 2015款 1.8TSI DSG尊荣版,自动,|新上架||0次过户|,2015,8,5.56
奥迪,Q5 2015款 40TFSI 技术型,自动,|新上架||0次过户|,2015,10,8.48
福特,蒙迪欧 2017款 2.0L HEV 基本型,变速箱,|新上架||0次过户|,2018,3.5,3.65
福特,Mustang 2018款 Bullitt 特别版,变速箱,|新上架||0次过户|,2018,3.5,8
标致,308 2013款 1.6 自动,自动,|新上架|,2013,11.2,1.5
奥迪,Q7 2012款 3.0 TFSI 技术型(200kW),自动,,2012,15,9.58
菲亚特,菲翔 2015款 1.4T 自动悦享版,自动,|0次过户|,2014,8.6,1.68
长安,睿骋CC 2018款 1.5T 自动豪雅型 国V,自动,|新上架|,2017,8.9,2.98
奥迪,Q5 2012款 2.0TFSI 进取型,自动,,2011,11.2,4.96
大众,捷达 2017款 1.5L 自动舒适型,自动,|0次过户|,2016,7,3.28
猎豹汽车,猎豹CS10 2017款 2.0T 自动都市型,自动,|新上架||0次过户|,2017,10,2.78
福特,金牛座 2015款 EcoBoost 245 时尚型,自动,|0次过户|,2015,9,4.4
吉利汽车,星瑞 2021款 2.0TD 设计师推荐款,自动,|新上架||0次过户|,2021,3.4,6.18
奔驰,GLA 2019款 GLA 200 时尚型,自动,|新上架||0次过户|,2019,6.8,12.28
奇瑞,艾瑞泽5 2019款 1.5L CVT青春版 国V,自动,|0次过户|,2018,3.5,2.66
现代,朗动 2015款 1.6L 自动领先型,自动,|0次过户|,2014,9,2.9
本田,飞度 2018款 1.5L CVT舒适天窗版,自动,|0次过户|,2018,5.7,4.48
本田,杰德 2017款 1.8L 自动经典版 5座,自动,|0次过户|,2017,7,4
福特,锐界 2015款 2.0T GTDi 两驱豪锐型,自动,|0次过户|,2015,9,6.85
奔驰,C级 2019款 C 260 运动版,自动,|0次过户|,2018,4.5,13.8
福特,福克斯 2018款 两厢经典 1.6L 自动舒适型智行版,自动,|0次过户|,2018,5,3.88
现代,途胜 2019款 280TGDi 双离合两驱进取版,自动,|0次过户|,2020,2.6,6.28
别克,英朗 2019款 18T 自动互联精英型 国V,自动,|0次过户|,2019,5,3.38
吉利汽车,帝豪GS 2020款 1.4T CVT雅,自动,|0次过户|,2020,3,4.8
大众,途观L 2017款 380TSI 自动四驱豪华版,自动,|0次过户|,2017,7,8.88
奔驰,C级 2015款 改款 C 200 L 运动型,自动,|0次过户|,2016,8,11.2
广汽传祺,传祺GS3 2017款 200T 自动精英版,自动,|0次过户|,2016,4.6,3.15
标致,408 2013款 1.6L 自动舒适版,自动,,2012,10.8,1.58
现代,北京ix35 2019款 2.0L 自动两驱智勇・畅享版 国V,自动,|0次过户|,2018,6.8,5.68
长安欧尚,欧尚X5 2021款 改款 1.5T DCT精英型,自动,|0次过户||原厂质保|,2021,3,3.38
中华,V7 2019款 运动款 300T 自动豪华型,自动,|0次过户|,2018,6,3.18
宝马,5系 2013款 520Li 典雅型,自动,,2012,12.6,6.48
长安,CS75 2018款 280T 自动精智型 国V,自动,|0次过户|,2018,5.7,4.58
日产,奇骏 2017款 2.0L CVT时尚版 2WD,自动,|0次过户|,2018,5.6,6.88
北京,BJ40 2019款 PLUS 2.3T 自动四驱卓越版 国VI,自动,|0次过户|,2018,6.2,6.58
长安,奔奔 2015款 1.4L IMT豪华型 国V,自动,|新上架||0次过户|,2015,9.8,1.5
陆风,X7 2015款 2.0T 全景尊贵版,自动,|新上架|,2014,11,1.78
福特,福睿斯 2015款 1.5L 自动舒适型,自动,,2014,8.9,2.2
宝马,2系 2015款 218i 1.5T 自动敞篷,自动,|0次过户|,2014,7.8,10.5
大众,速腾 2022款 280TSI DSG卓越版,自动,|0次过户||原厂质保|,2022,2.8,9.38
大众,高尔夫 2021款 200TSI DSG Pro,自动,|0次过户||原厂质保|,2021,2.8,7.88
猎豹汽车,黑金刚 2009款 2.4L 手动两驱国三,手动,|0次过户|,2011,13,3.20
现代,朗动 2012款 1.6L 自动时尚型,自动,|0次过户|,2011,12.2,2.1
哈弗,H9 2015款 2.0T 自动 四驱,自动,|0次过户|,2016,12,5.65
大众,迈腾 2019款 280TSI DSG 舒适型 国VI,自动,|0次过户|,2019,8.2,7.38
奥迪,A4L 2011款 2.0 TFSI 标准型,自动,,2010,13.9,3.18
大众,朗逸 2018款 1.5L 自动舒适版,自动,|0次过户|,2018,9.8,6.98
纳智捷,优6 SUV 2014款 2.0T 时尚型,自动,|0次过户|,2014,13,1.8
宝马,X1 2019款 sDrive18Li 时尚型,自动,|0次过户|,2019,6.7,9.38
日产,轩逸 2020款 改款 1.6L XE CVT舒享版,自动,|0次过户|,2020,4,5.48
长安,CS75 PLUS 2020款 2.0T 自动旗舰型,自动,|0次过户||原厂质保|,2021,6,6.88
本田,思域 2019款 220TURBO CVT燃动版 国VI,自动,|0次过户|,2019,6,7.88
起亚,K3 2015款 1.6L 自动GL,自动,|0次过户|,2014,8.3,2.4
红旗,H5 2020款 1.5T DCT旗悦版,自动,|0次过户|,2019,3.8,5.56
奔驰,GLC 2020款 改款 GLC 300 L 4MATIC 动感型,自动,|检测报告||有VIN码||0次过户|,2020,8.1,31.38
奔驰,GLK级 2013款 GLK 300 4MATIC 动感天窗型,自动,|有VIN码||0次过户|,2013,15,8.88
别克,凯越 2008款 1.6LXMT,手动,|有VIN码||0次过户|,2012,15,1.28
长安,悦翔 2009款 三厢 1.5L 自动尊贵型,自动,|有VIN码||新上架|,2010,9.5,0.98
北汽威旺,306 2016款 1.0L基本型7座LJ465,手动,|有VIN码||0次过户|,2016,3.2,1.18
长安,锐程CC 2021款 蓝鲸版 1.5T DCT尊贵型,自动,|有VIN码||0次过户||原厂质保|,2021,4,6.98
宝马,3系 2020款 改款 325Li M运动套装,自动,|有VIN码||0次过户|,2020,1.5,19.99
马自达,3 昂克赛拉 2020款 Axela 2.0L 自动质炫版,自动,|有VIN码||0次过户|,2019,5.8,7.98
雪佛兰,科鲁兹 2009款 1.6L SE AT,自动,|有VIN码||0次过户|,2010,10,1.18
现代,胜达 2015款 2.0T 自动四驱顶级型 7座,自动,|有VIN码||新上架|,2015,10,7.3
长安,CS55 2019款 1.5T 自动炫色型 国VI,自动,|有VIN码||0次过户|,2019,4.27,5.99
长安,逸动 2015款 1.6L 自动豪华型,自动,|有VIN码||0次过户|,2015,8.7,2.18
魏牌,VV7 2019款 升级款 2.0T 旗舰型 国VI,自动,|有VIN码||0次过户|,2019,13.2,7.68
大众,帕萨特 2014款 1.8TSI DSG御尊版,自动,|有VIN码||0次过户|,2014,9.1,5.68
大众,途观L 2017款 330TSI 自动两驱旗舰版,自动,|有VIN码|,2017,7.3,10.18
长安,CS35 2017款 1.6L 自动豪华型,自动,|有VIN码||0次过户|,2017,8.3,3.78
众泰,T600 2015款 1.5T 手动精英型,手动,|有VIN码||新上架||0次过户|,2016,6.5,1.75
奔驰,E级 2015款 改款 E 260 L,自动,|有VIN码||0次过户|,2015,8.9,10.6
凯迪拉克,CT4 2020款 凯迪拉克CT4 28T 时尚型,自动,|有VIN码||0次过户|,2019,6.8,9.1
雪佛兰,迈锐宝 2018款 530T 自动豪华版,自动,|有VIN码||0次过户|,2018,5.2,3.5
长安凯程,长安睿行M60 2020款 1.5L标准型国VI 6座DAM15KR,手动,|有VIN码||0次过户||原厂质保|,2022,2.8,4.38
丰田,凯美瑞 2015款 2.0G 领先版,自动,|有VIN码||0次过户|,2015,8,5.5
金杯,小海狮X30 2021款 1.5L国VI超享型SWC15M,手动,|有VIN码||0次过户||原厂质保|,2021,4.9,2.78
长安欧尚,X70A 2020款 1.5L 手动精英型,手动,|有VIN码||0次过户||原厂质保|,2021,5,4.68
起亚,K5 2015款 2.0L 自动GL,自动,|有VIN码||0次过户|,2015,8.7,3.8
长安凯程,长安之星9EV 2021款 纯电动厢式运输车2座70kW,自动,|有VIN码||新上架||0次过户|,2021,9.3,2.98
金杯,海狮 2011款 2.0L第五代快运王标准型4G20B,手动,|有VIN码||0次过户|,2012,16,0.88
长安,逸动 2012款 1.6L 手动尊贵型 国IV,手动,|有VIN码|,2012,12,1.18
瑞风汽车,瑞风M3 2015款 创客版 1.6L 豪华型,手动,|有VIN码||0次过户|,2016,8,2.58
吉利汽车,博越 2020款 1.8TD DCT智联PRO,自动,|有VIN码||0次过户||原厂质保|,2021,3,7.98
五菱汽车,五菱宏光 2010款 1.4L豪华型,手动,|有VIN码||0次过户|,2013,10,1.08
金杯,海狮 2015款 实用型,手动,|有VIN码||0次过户|,2016,9,1.48
大众,Polo 2006款 劲取 1.4L 手动雅适版,手动,|有VIN码|,2007,18,0.88
东风风行,菱智 2014款 M3 1.6L 7座标准型,手动,|有VIN码||0次过户|,2014,11,0.85
长安凯程,欧诺S 2015款 1.5L金欧诺标准型,手动,|有VIN码||0次过户|,2016,7,1.58
奇瑞,风云2 2013款 两厢 1.5L AMT锐意版,自动,|有VIN码||0次过户|,2013,8,0.68
东风风光,风光330 2019款 1.5L 330S 舒适型国VI DK15,手动,|有VIN码||0次过户|,2020,5.2,1.98
东风风行,菱智 2013款 M3 1.6L 7座舒适型,手动,|有VIN码|,2013,10,0.88
长安跨越,长安V3 2016款 1.2L客车DK1210,手动,|有VIN码|,2016,4,1.18
长安,悦翔V5 2012款 1.5L 手动梦幻型,手动,|有VIN码|,2013,15,0.68
五菱汽车,五菱宏光 2013款 1.5L S舒适型,手动,|有VIN码|,2014,8,1.28
依维柯,2013款 3.0TA50 客运,手动,|有VIN码|,2015,9,4.88
猎豹汽车,猎豹CS10 2016款 2.0T 自动豪华型,自动,|有VIN码|,2017,8,2.68
长安,CS75 PLUS 2021款 2.0T 自动领航型,自动,|有VIN码||0次过户||原厂质保|,2021,2.4,9.58
大众,朗逸 2017款 1.6L 自动风尚版,自动,|有VIN码||0次过户|,2017,7,5.38
马自达,6 2015款 2.0L 自动时尚型,自动,|有VIN码||新上架|,2015,8.7,4.58
广汽传祺,传祺GS5 2012款 2.0L 自动两驱周年纪念版,自动,|有VIN码||0次过户|,2013,8,2.18
福特,福克斯 2013款 两厢经典 1.8L 自动基本型,自动,|有VIN码||0次过户|,2013,14,1.88
斯柯达,明锐 2020款 1.5L 自动智行舒适版,自动,|有VIN码||0次过户|,2020,7.3,5.98
大众,迈腾 2016款 1.8TSI 智享舒适型,自动,|有VIN码||0次过户|,2016,9,6.4
奥迪,A6L 2017款 TFSI 技术型,自动,|0次过户|,2017,8,15.8
大众,凌渡 2021款 280TSI DSG舒适版,自动,|新上架||0次过户||原厂质保|,2021,3.2,8.08
大众,凌渡 2019款 280TSI DSG舒适版 国V,自动,|0次过户|,2018,7.3,6.64
大众,桑塔纳 2018款 1.5L 自动风尚版,自动,|0次过户|,2018,7.6,3.45
日产,轩逸 2021款 经典 1.6XL CVT豪华版,自动,|0次过户||原厂质保|,2021,2.1,5.78
奔驰,C级 2017款 C 200 L 运动版,自动,|新上架||0次过户|,2017,7,12.48
奥迪,A4L 2015款 35 TFSI 自动标准型,自动,|0次过户|,2015,10,6.68
雪佛兰,科鲁泽 2019款 Redline 320T 双离合爽快版 国VI,自动,|新上架||0次过户|,2019,4.8,3.28
大众,迈腾 2012款 改款 2.0TSI 至尊型,自动,|新上架||0次过户|,2012,12,3.28
现代,途胜 2020款 280TGDi 两驱GLS时尚版 国VI,自动,|0次过户|,2021,3.2,7.28
长安,UNIV 2022款 1.5T 尊贵型,自动,|0次过户||原厂质保|,2022,0.9,6.9
奔驰,GLC 2018款 GLC 260 4MATIC 豪华型,自动,|新上架||0次过户|,2018,6,18.08
宝马,1系 2018款 118i 运动型,自动,|新上架||0次过户|,2018,5.2,6.68
起亚,K3 2019款 1.5L CVT舒适版,自动,|0次过户|,2018,6.8,4.2
奥迪,A4L 2011款 2.0 TFSI 标准型,自动,|0次过户|,2012,11,3.28
长安,CS55PLUS 2022款 蓝鲸版 1.5T DCT豪华型,自动,|0次过户||原厂质保|,2021,3.8,6.5
奇瑞,艾瑞泽5 2017款 SPORT 1.5T CVT豪华版,自动,|新上架||0次过户|,2017,7.3,2.38
大众,帕萨特 2014款 1.8TSI DSG尊荣版,自动,|新上架||0次过户|,2014,9.8,3.98
奔驰,E级 2017款 E 200 L 4MATIC,自动,|新上架||0次过户|,2017,7,18.8
坦克,300 2021款 越野版 2.0T 探索者,自动,|0次过户||原厂质保|,2021,2.5,11.58
福特,Mustang 2015款 2.3T 基本型,变速箱,,2015,8.2,11.8
日产,逍客 2019款 2.0L CVT智享版,自动,|0次过户|,2019,6.8,6.68
丰田,凯美瑞 2013款 200E 经典精英版,自动,|新上架||0次过户|,2013,7.5,4.6
东风风行,风行T5 2018款 230T CVT智悦型,自动,|新上架||0次过户|,2018,6.3,3
众泰,SR9 2017款 2.0T 自动极致之心版,自动,|新上架||0次过户|,2017,7.2,2.82
宝马,X6 2013款 xDrive35i,自动,|0次过户|,2013,12,11.98
奥迪,A5 2013款 Sportback 40 TFSI,自动,|0次过户|,2012,8.5,5.98
领克,03 2022款 1.5TD DCT劲Pro,自动,|0次过户||原厂质保|,2021,4.2,7.46
吉利汽车,帝豪 2015款 三厢 1.5L 手动向上版,手动,|0次过户|,2015,8.5,1.78
福特,蒙迪欧致胜 2011款 2.3L 时尚型,自动,|0次过户|,2012,10,2.38
长安凯程,长安睿行M60 2023款 舒适型CNG,变速箱,|准新车||新上架||0次过户||原厂质保|,2023,2.1,5.58
雪佛兰,迈锐宝 2014款 2.0L 自动豪华版,自动,|0次过户|,2014,9.8,3.98
荣威,360 2017款 1.5L 自动豪华版,自动,|0次过户|,2018,6,2.98
野马汽车,野马T70 2016款 1.8T CVT睿智型 7座,自动,|0次过户|,2018,5,2.88
现代,名图 2014款 1.8L 自动智能型GLS,自动,|0次过户|,2015,8.6,4.58
大众,Polo 2018款 1.5L 自动安驾型,自动,|0次过户|,2019,9,4.99
长安,凌轩 2017款 1.6L 手动幸福型,手动,|0次过户|,2018,5,3.58
起亚,福瑞迪 2014款 1.6L AT Premium Special,自动,|0次过户|,2016,7.4,3.38
宝马,X3 2013款 xDrive35i 豪华型,自动,|0次过户|,2014,8,8.68
中华,H330 2013款 1.5L 手动豪华型,手动,|0次过户|,2014,9,1.58
起亚,智跑 2018款 2.0L 自动智享豪华版 国V,自动,|0次过户|,2019,6,8.28
大众,朗逸 2011款 1.4TSI DSG品轩版,自动,|新上架|,2011,14,2.48
雪佛兰,科鲁兹 2009款 1.6L SL AT,自动,|0次过户|,2009,13,0.8
魏牌,VV7 2017款 2.0T 旗舰型,自动,|0次过户|,2017,8.6,4.98
大众,Tiguan 2018款 330TSI 四驱创睿型,自动,,2018,7,10.38
宝沃,BX5 2017款 20TGDI 自动两驱先锋型,自动,|0次过户|,2016,6.8,2.78
长安,CS75 2018款 280T 自动智惠型 国V,自动,|0次过户|,2017,5.6,3.88
宝马,X5(进口) 2011款 xDrive35i 领先型,自动,,2010,15.2,5.58
长安,CS75 2016款 1.8T 自动精英型 国V,自动,|0次过户|,2016,6,3.18
起亚,K5 2017款 2.0L 自动15周年特别版LUX,自动,|0次过户|,2018,7.6,5.88
大众,迈腾 2012款 1.4TSI 舒适型,自动,|新上架||0次过户|,2012,8,3.35
别克,GL8 2015款 2.4L 豪华商务尊享版,自动,|0次过户|,2015,7,8.08
大众,途观L 2017款 330TSI 自动两驱舒适版,自动,|0次过户|,2016,6.5,7.88
现代,名图 2014款 1.8L 自动智能型GLS,自动,|0次过户|,2014,10,3.18
起亚,K3 2019款 1.5L CVT新锐版,自动,|0次过户|,2018,6.3,4.28
丰田,汉兰达 2015款 2.0T 四驱精英版 7座,自动,|0次过户|,2014,8.3,10.98
宝马,3系 2014款 320Li 时尚型,自动,|新上架||0次过户|,2014,10,5.98
长安,CS35 2014款 1.6L 自动舒适型 国IV,自动,,2013,12,1.58
大众,速腾 2021款 200TSI DSG舒适智联版,自动,|新上架||0次过户||原厂质保|,2021,3.5,7.08
陆风,X7 2015款 2.0T 全景尊贵版,自动,|0次过户|,2015,8.7,1.99
广汽传祺,传祺GS4 2018款 235T DCT两驱精英百纪念版,自动,|0次过户|,2018,8.5,4.23
本田,CRV 2013款 2.0L 两驱经典版,自动,|0次过户|,2013,10.5,4.95
道奇,酷威 2013款 2.4L 两驱智尚版,自动,|0次过户|,2014,10,2.68
奥迪,A4L 2015款 35 TFSI 自动标准型,自动,|新上架||0次过户|,2015,8,6.8
别克,威朗 2018款 三厢 15S 自动领先型,自动,|0次过户|,2018,5,4.18
奔驰,C级 2015款 C 180 L 运动型,自动,|新上架||0次过户|,2015,9,9.08
五菱汽车,五菱宏光 2014款 1.5L S自动舒适型,自动,|0次过户|,2013,9.7,1.38
宝马,X1 2016款 sDrive18Li 豪华型,自动,|新上架||0次过户|,2016,7.1,6.98
纳智捷,优6 SUV 2015款 1.8T 智尊型,自动,|0次过户|,2015,9.5,2.2
奔驰,A级 2019款 A 200 L 运动轿车,自动,|0次过户|,2018,4.8,14.8
福特,蒙迪欧致胜 2011款 2.0L GTDi200豪华型,自动,|0次过户|,2011,12,1.68
大众,途昂 2017款 380TSI 四驱豪华版,自动,|0次过户|,2017,7,12.58
奔驰,E级 2011款 E 260 L CGI时尚型,自动,|0次过户|,2010,12.8,5.25
奇瑞汽车,瑞虎8 2021款 1.6TGDI 自动西伯利亚版 7座,自动,|0次过户||原厂质保|,2021,3,6.88
宝马,X1 2018款 sDrive18Li 时尚型,自动,|0次过户|,2017,7,7.88
DS,6 2017款 1.6T 豪华版THP160,自动,|0次过户|,2016,7,3.98
吉利汽车,缤瑞 2020款 缤瑞 1.4T CVT亚运版,自动,|新上架||0次过户|,2020,6.9,3.98
广汽传祺,传祺GS8 2022款 领航系列 2.0TGDI 两驱豪华智联版（七座）,自动,|准新车||0次过户||原厂质保|,2022,3.3,10.88
马自达,3 昂克赛拉 2017款 三厢 1.5L 自动舒适型 国VI,自动,|0次过户|,2016,7,4.05
现代,菲斯塔 2019款 280TGDi 智速版 国VI,自动,|新上架||0次过户|,2020,3.5,5.98
别克,昂科拉 2015款 1.4T 自动两驱都市精英型,自动,|0次过户|,2014,8,2.68
现代,菲斯塔 2019款 240TGDi 舒适版 国VI,自动,|0次过户|,2019,5.3,4.88
日产,天籁 2016款 2.0L XE 时尚版,自动,|0次过户|,2018,7.5,5.38
道奇,酷威 2013款 2.4L 两驱智尚版,自动,|0次过户|,2014,9,2.68
标致,308 2018款 1.6L 自动时尚版,自动,|0次过户|,2018,6.8,3.28
荣威,RX5 2018款 20T 两驱自动旗舰版,自动,|0次过户|,2018,5,3.68
大众,途岳 2019款 280TSI 两驱舒适版 国V,自动,|0次过户|,2019,8,6.98
奥迪,A6L 2010款 2.0 TFSI 自动标准型,自动,|新上架||0次过户|,2010,8,3.3
吉利汽车,博瑞 2017款 2.4L 舒适型,自动,|0次过户|,2016,8,3.28
雪佛兰,科鲁兹 2018款 改款 320 自动炫锋都市版,自动,|0次过户|,2018,7,2.98
别克,GL6 2019款 18T 6座互联豪华型 国VI,自动,|新上架||0次过户|,2019,3,5.68
凯迪拉克,ATSL 2016款 28T 技术型,自动,|0次过户|,2016,6.8,6.38
荣威,350 2012款 1.5L 自动智享超值版,自动,|0次过户|,2014,8,1.58
陆风,X5 2013款 2.0T 手动创行版,手动,|0次过户|,2014,9,1.28
远程,锋锐 2022款 F3E仓栅车亿纬61.8kWh,自动,|准新车||0次过户||原厂质保|,2023,1,8.98
五菱汽车,五菱荣光V 2018款 1.5L标准型,手动,|0次过户|,2018,9.3,2.38
长安凯程,欧诺S 2014款 1.5L豪华型,手动,|0次过户|,2015,6,1.38
长安凯程,长安之星2 2012款 1.0L超值版JL465QH,手动,|0次过户|,2015,9,0.78
日产,奇骏 2023款 ePOWER 146 超混双电机四驱至尊版,变速箱,|准新车||0次过户||原厂质保|,2023,0.46,16.88
东风风神,S30 2014款 1.6L 手动感恩版,手动,|0次过户|,2015,11,1
五菱汽车,五菱荣光 2012款 1.5L舒适型,手动,|0次过户|,2012,8,0.73
长安凯程,欧诺S 2014款 1.3L精英型,手动,|0次过户|,2014,8.8,0.95
长安凯程,欧诺S 2019款 1.5L欧诺S经济型7座JL473QG,手动,|新上架||0次过户|,2018,5,2.28
长安凯程,长安睿行EM60 2022款 纯电动厢式运输车4498车长平顶背掀门2座60kW 41.86kWh,自动,|准新车||0次过户||原厂质保|,2023,3,6.28
五菱汽车,五菱宏光 2021款 1.5L改款 S舒适型 液压助力LAR,手动,|0次过户|,2020,5,3.68
五菱汽车,五菱之光 2010款 1.2L新版实用型短车身LAQ,手动,|新上架||0次过户|,2013,6,0.78
金杯,小海狮X30 2018款 1.3L 标准型DLCG12,手动,|新上架||0次过户|,2017,7.8,1.48
哈弗,H6 2012款 2.4L 自动两驱尊贵型,自动,|0次过户|,2013,13,1.86
五菱汽车,五菱宏光V 2019款 1.5L标准型L2B,变速箱,|0次过户||原厂质保|,2022,3.7,3.68
东风小康,C56 2020款 1.5L豪华型I DK15C,手动,|0次过户|,2021,3,2.68
福田,风景 2014款 2.0L快运经典型长轴版低顶491EQ4A,手动,,2016,8,1.98
宝马,3系(进口) 2011款 320i双门轿跑车,自动,,2013,7,6.8
长安凯程,长安之星3 2015款 1.0L基本型空调C10,手动,|新上架||0次过户|,2017,7,0.98
福特,蒙迪欧 2013款 2.0L GTDi200时尚型,自动,,2013,9.4,3.28
捷豹,XF 2015款 XF 2.0T 风华版,自动,|0次过户|,2015,8,6.68
大众,朗行 2013款 1.6L 自动风尚型,自动,|0次过户|,2013,13,2.68
凯迪拉克,CT5 2020款 改款 28T 时尚型,自动,|0次过户|,2020,6.8,12.78
宝马,X1 2016款 xDrive20Li 豪华型,自动,|0次过户|,2018,6.9,9.16
哈弗,F7 2019款 1.5T 两驱i潮 国V,自动,|0次过户|,2019,5.7,5.78
众泰,大迈X7 2018款 2.0T 自动尊贵型,自动,|0次过户|,2017,6.8,2.75
大众,Polo 2016款 1.4L 自动风尚型,自动,|0次过户|,2016,5.8,3.2
大众,速腾 2018款 1.6L 自动舒适型,自动,|0次过户|,2019,4.1,4.58
大众,迈腾 2019款 330TSI DSG 领先型 国V,自动,|0次过户|,2018,6,7.45
长安,UNIV 2022款 1.5T 运动版,自动,|0次过户||原厂质保|,2021,3.6,7.88
现代,名图 2014款 1.8L 自动智能型GLS,自动,|新上架||0次过户|,2014,8,3.5
奇瑞,瑞虎5 2014款 2.0L CVT家尊版,自动,|0次过户|,2013,9.8,1.68
奥迪,A5 2012款 2.0TFSI Sportback,自动,,2011,11.6,4.88
广汽传祺,影豹 2021款 270T 影豹J15版,自动,|0次过户||原厂质保|,2021,3.5,5.88
雪佛兰,迈锐宝XL 2021款 535T 自动锐动版,自动,|0次过户||原厂质保|,2021,4.5,8.2
长安,CS75 PLUS 2020款 1.5T 自动豪华型,自动,|0次过户|,2019,3.8,5.6
Jeep,自由光 2017款 2.0L 领先版,自动,|0次过户|,2017,5.8,4.88
奇瑞,艾瑞泽5 2017款 1.5L CVT领潮版,自动,|0次过户|,2016,6.8,2.15
大众,迈腾 2012款 改款 1.8TSI 领先型,自动,|0次过户|,2013,10,3.1
宝马,X3(进口) 2009款 xDrive25i豪华增配型,自动,|0次过户|,2008,13.7,2.78
凯迪拉克,ATSL 2017款 28T 技术型,自动,|0次过户|,2017,6,8.58
凯迪拉克,ATSL 2017款 28T 技术型,自动,|0次过户|,2017,8,8.58
奥迪,A6L 2009款 2.4L 技术型,自动,|0次过户|,2008,12.4,2.55
现代,胜达 2013款 2.4L 自动两驱舒适型,自动,|新上架||0次过户|,2014,7.3,3.65
起亚,K5 2014款 2.0L 自动LUXURY,自动,|0次过户|,2015,9,3.58
吉利汽车,星越L 2023款 2.0TD 高功自动两驱旗舰型,自动,|准新车||0次过户||原厂质保|,2023,0.3,12.88
